article_id,title,author,nickname,url,publish_date,publish_year,views,likes,comments,collections,description,language_tags,search_keyword
145289015,人工智能AI 与 机器学习ML 的关键区别,qq_27979907,王崇洋.,https://blog.csdn.net/qq_27979907/article/details/145289015,2025/1/21,2025,5748,23,0,0,本文介绍了人工智能（AI）和机器学习（ML）的概念、联系、区别及应用。AI指计算机执行需人类智能的任务，有强弱之分；ML是AI子领域，通过数据模式学习。二者相互关联，ML是实现AI的手段。还列举了AI系统和ML算法示例，并说明了如何选择AI和ML。,"人工智能,机器学习",机器学习
144169611,用 ML.NET 开发智能应用：让 .NET 程序员轻松掌握机器学习,m0_38141444,威哥说编程,https://blog.csdn.net/m0_38141444/article/details/144169611,2024/12/1,2024,3031,23,0,0,随着 AI 和 ML 技术发展，.NET 程序员集成机器学习功能有挑战。微软的 ML.NET 框架改变了这一局面，它是开源跨平台框架，支持多种机器学习任务。本文介绍了其核心功能、使用步骤，还通过房价预测示例展示应用，能让 .NET 开发者轻松构建、训练和部署模型。,"机器学习,人工智能,.net,c#",机器学习
139438385,机器学习ML.NET,a_nanda,A_nanda,https://blog.csdn.net/a_nanda/article/details/139438385,2024/6/4,2024,4340,37,1,0,ML.NET 是一个跨平台的开源机器学习框架，专为 .NET 开发者设计，无需专业知识即可构建、训练和部署自定义模型。本文介绍了 ML.NET 的操作系统和处理器架构支持，以及如何使用 ML.NET 包，通过代码示例展示了训练图像分类模型的过程，并给出了在控制台和 WebAPI 中使用模型的示例。,"机器学习,人工智能",机器学习
155988062,AIDE ML — 机器学习工程代理,sinat_37574187,具身机器人曾小健,https://blog.csdn.net/sinat_37574187/article/details/155988062,2025/12/16,2025,2632,26,0,0,AIDE ML是一个由大语言模型驱动的开源机器学习工程代理，能够自主编写、评估和优化代码。它采用树搜索算法进行迭代式代码探索，支持自然语言任务输入，并提供可视化工具与多种部署方式，适用于研究人员和从业者快速构建高效机器学习流程。,"机器学习,人工智能",机器学习
108432402,Unity中的机器学习ML-Agents,lllll__,Hello Bug.,https://blog.csdn.net/lllll__/article/details/108432402,2020/10/8,2020,7495,5,1,0,本文详细介绍了如何在Unity中利用ML-Agents进行机器学习的实践步骤，包括安装Python、Anaconda、ML-Agents，配置yaml文件，编写和挂载脚本，以及训练和验证智能体。通过训练，最终生成的.nn模型可以应用于游戏物体的行为控制。,,机器学习
79269624,使用 Spark ML Pipeline 进行机器学习,cyan_soul,风控大鱼,https://blog.csdn.net/cyan_soul/article/details/79269624,2018/2/6,2018,6454,8,2,0,Spark ML Pipeline 是受到 scikit-learn 启发而引入的，用于构建复杂的机器学习工作流。它基于 DataFrames，允许连接多个转换器和预测器，简化了数据处理和模型训练的流程。Pipeline 包括转换器（Transformer）和预测器（Estimator），两者都可以通过 Pipeline 链接在一起形成工作流。在训练时，DataFrame 会依次经过每个 stage，包括转换和模型训练；在测试时，PipelineModel 会使用训练好的模型处理新数据。Pipeline 提供了 DAG 结构支持，并在运行时进行类型检查，确保一致性。,"大数据,Spark,Pipeline,ML,机器学习",机器学习
143997365,C# ML.NET机器学习入门：5步轻松搞定，代码详解+实战演练,z_344791576,墨瑾轩,https://blog.csdn.net/z_344791576/article/details/143997365,2024/11/23,2024,3857,41,0,0,本教程面向.NET开发者，介绍使用C#和ML.NET进行机器学习的入门方法。ML.NET是微软为.NET开发者设计的框架，具有多种优势。教程涵盖安装Visual Studio和ML.NET Model Builder、创建项目、准备数据、训练模型、使用模型等步骤，助你轻松上手机器学习。,"c#,.net,机器学习",机器学习
150966426,ML.NET 机器学习实用指南（一）,wizardforcel,绝不原创的飞龙,https://blog.csdn.net/wizardforcel/article/details/150966426,2025/8/29,2025,1894,29,0,0,本书详细介绍了机器学习的基础知识以及如何使用ML.NET框架来构建.NET应用程序。内容涵盖了从机器学习概念、模型构建到使用ML.NET进行回归、分类、聚类等算法的应用，还包括了如何评估模型和集成TensorFlow模型等高级主题。,默认分类,机器学习
89965151,[spark]总结spark ML机器学习库（pyspark.ml）,woniu201411,辰星M,https://blog.csdn.net/woniu201411/article/details/89965151,2019/5/22,2019,2955,5,0,0,本文深入探讨了pyspark.ml库，包括特征处理、模型构建和参数调优。重点介绍了如何使用pyspark.ml.feature进行特征工程，利用pyspark.ml模型进行机器学习任务，并详细讲解了pyspark.ml.tuning模块的参数网格搜索方法，如CrossValidator和TrainValidationSplit，用于选择最佳模型参数。,"spark,ml,机器学习库",机器学习
136114810,初学者入门机器学习 (ML)的推荐教程,u010542847,suoge223,https://blog.csdn.net/u010542847/article/details/136114810,2024/2/14,2024,4351,25,0,0,本文为初学者整理了机器学习的免费教程资源，包括机器学习简介、与深度学习的区别、日常应用、类型分类、算法理解、偏差方差、评估指标，并提供从零开始构建 ML Web 应用和 Python 教程的指导。,"机器学习,人工智能",机器学习
147005413,Swift 与机器学习：使用 Core ML 进行模型集成,2401_87432205,数字魔方操控师,https://blog.csdn.net/2401_87432205/article/details/147005413,2025/4/5,2025,1182,29,0,0,本文围绕使用Swift与苹果Core ML框架进行机器学习模型集成展开。介绍了Core ML框架的优势、工作流程，阐述了用Swift加载、使用、训练模型及处理输出、可视化预测的方法，还通过图像识别和文本预测应用案例展示其应用，为开发者构建智能应用提供有力工具。,swift,机器学习
128100760,系列ML.Net 学习篇【一】——初识机器学习,webmote,webmote,https://blog.csdn.net/webmote/article/details/128100760,2022/11/29,2022,5368,1,1,0,本文介绍了如何使用ML.NET进行机器学习，包括.NET平台上的ML.NET安装，自动机器学习(AutoML)的概念，以及一个简单的房价预测例子。ML.NET允许开发者在C#或F#中创建自定义模型，支持多种数据格式和平台，并能导入已有的Python模型。通过AutoML简化了预处理、训练和评估的流程，提供预测模型用于各种任务。文章以回归模型为例，展示了ML.NET的使用流程。,"学习,人工智能,ML.NET,tensorflow",机器学习
139176124,ML4T工作流程：从ML模型到策略回测(交易中的机器学习),weixin_41908924,Longbo-AI,https://blog.csdn.net/weixin_41908924/article/details/139176124,2024/5/24,2024,1310,26,1,0,本文详细阐述了从设计到评估机器学习驱动交易策略的ML4T工作流程，涉及数据准备、回测陷阱、Python库（如backtrader和Zipline）的应用，以及如何避免过拟合和真实市场模拟中的挑战。,"人工智能,机器学习,python",机器学习
124715896,Unity机器学习1 ML-Agents环境搭建,thinbug,Thinbug,https://blog.csdn.net/thinbug/article/details/124715896,2022/5/11,2022,2032,4,0,0,本文详细介绍了如何在Windows环境下搭建Unity的机器学习工具ML-Agents。从创建新Unity项目开始，逐步讲解了安装Python、设置虚拟环境、安装pip和相关库，特别是torch和mlagents，以及解决安装过程中遇到的问题，如CUDA和cuDNN的安装。最后，介绍了如何在Unity中导入和配置ML-Agents包，为后续的机器学习实践做好准备。,"unity,机器学习,MLAgents",机器学习
147978040,解锁C#新技能：用ML.NET开启机器学习之旅,xiaoyingxixi1989,大雨淅淅,https://blog.csdn.net/xiaoyingxixi1989/article/details/147978040,2025/5/15,2025,1733,9,0,0,ML.NET是微软为.NET开发者打造的免费开源跨平台机器学习框架。它具有跨平台支持、功能集成丰富、开发工具低门槛、支持命令行工具等特性。可用于图像分类、文本分类、目标检测等场景。文章还介绍了入门ML.NET的开发环境搭建和学习资源。,"c#,.net,机器学习",机器学习
108617826,机器学习ml_机器学习简介（ML）,culing2941,culing2941,https://blog.csdn.net/culing2941/article/details/108617826,2020/9/14,2020,4494,0,0,0,本文介绍了机器学习的基础概念，包括其与人工智能的关系，现实世界的示例，以及如何开始学习机器学习，涉及数据集查找，编程语言选择，开发环境设置等关键步骤。,"大数据,编程语言,python,机器学习,人工智能",机器学习
73549146,Java机器学习库ML之一Dataset和Instance,fjssharpsword,fjssharpsword,https://blog.csdn.net/fjssharpsword/article/details/73549146,2017/6/21,2017,5204,0,2,0,本文介绍Java机器学习库ML的基本使用方法，包括如何创建Dataset和Instance，以及如何从文件加载数据集。通过实例演示了密集型和稀疏型实例的创建及数据集的基本操作。,,机器学习
122645793,ML：MLOps系列讲解之《设计机器学习驱动的(ML-powered)软件—我们想要解决的业务问题是什么？》解读,qq_41185868,一个处女座的程序猿,https://blog.csdn.net/qq_41185868/article/details/122645793,2022/1/22,2022,2610,20,1,0,本文深入解析《设计机器学习驱动的软件》一书中关于理解业务问题的关键点，包括工作流程分解、AI Canvas和机器学习Canvas的应用。通过这些工具，可以明确ML项目的目标，评估实施AI/ML的ROI，以及定义预测系统的价值，为成功构建ML项目奠定基础。,"MLOps,机器学习,人工智能",机器学习
86666727,使用ML.Net和C＃进行机器学习,mzl87,寒冰屋,https://blog.csdn.net/mzl87/article/details/86666727,2019/1/27,2019,7983,0,0,0,本文探讨了ML.Net在.NET框架中实现机器学习的潜力，通过具体示例展示了二进制和多类分类的应用，涵盖了情感分析、垃圾邮件检测及语言识别等场景，强调了输入和输出数据的灵活性。,ML.Net,机器学习
121894858,python自动机器学习库auto_ml模块,fulk6667g78o8,python机器学习建模,https://blog.csdn.net/fulk6667g78o8/article/details/121894858,2021/12/12,2021,2697,6,1,0,本文介绍了自动化机器学习(AutoML)的概念，旨在让非专业人员也能使用机器学习。Python库auto_ml提供了自动化的机器学习流程，包括数据预处理、特征工程、模型选择、超参数优化等。此外，还详细展示了如何使用auto_ml进行模型训练、评估、保存和预测。该库支持XGBoost、TensorFlow和Keras的集成，可用于生产环境，并能实现深度学习和特征学习的结合，提高预测准确性。文章鼓励读者尝试使用auto_ml并提供了学习资源。,"机器学习,python,人工智能,自动化建模,auto_ml",机器学习
141300751,ML.NET：一个.NET开源、免费、跨平台的机器学习框架,qq_37237487,追逐时光者,https://blog.csdn.net/qq_37237487/article/details/141300751,2024/8/18,2024,1607,26,1,0,本文介绍ML.NET这一免费、跨平台的机器学习框架，并通过实战演示如何利用它快速构建图像分类模型。ML.NET简化了机器学习流程，使得.NET开发者可以轻松地集成自定义机器学习模型到其应用中。,".net,机器学习,人工智能,c#,.netcore",机器学习
121002389,C#调用ML.NET（机器学习、人工智能预测）,qq_21569035,qq_21569035,https://blog.csdn.net/qq_21569035/article/details/121002389,2021/10/27,2021,3325,0,0,0,这篇博客介绍了如何在Visual Studio 2019中利用C# ML.NET进行机器学习的步骤。首先，创建一个C#控制台项目，然后准备数据，这里建议使用CSV格式的Excel数据。接着，通过ML.NET库进行值预测，选择数据源并进行训练。在训练完成后，评估模型并将其添加到项目中。在主程序中调用模型，输入日期即可预测销售额。博客还提供了代码示例展示如何在Main函数中调用模型进行预测。,"人工智能,c#,.net",机器学习
78206968,玩转Unity中的ML-Agents 机器学习（三）：BallacceBall 案例训练,q568360447,,https://blog.csdn.net/q568360447/article/details/78206968,2017/10/11,2017,5498,2,4,0,本文介绍了使用Unity ML-Agents进行机器学习的流程，特别是针对官方3D BallanceBall案例。内容涵盖Unity编辑器的设置、在Python环境中训练AI，以及如何将训练结果导入Unity查看。通过该教程，读者可以了解并实践机器学习在游戏AI中的应用。,"unity,机器学习,ML-agent,Unit机器学习",机器学习
149259317,ML-Agent：Unity机器学习插件的全面解析,weixin_35433448,柚木i,https://blog.csdn.net/weixin_35433448/article/details/149259317,2026/3/10,2026,1549,29,0,0,ML-Agent是Unity推出的机器学习插件，基于Python和TensorFlow，结合增强与深度学习，使智能体自我学习优化。它支持多智能体学习等功能，可扩展性强，广泛用于游戏、机器人、自动驾驶等领域。文中还介绍了学习资源、社区支持及对Unity开发者的意义。,,机器学习
138895784,FPGA上的机器学习加速器：hls4ml,gitblog_00071,解然嫚Keegan,https://blog.csdn.net/gitblog_00071/article/details/138895784,2026/3/14,2026,5100,5,0,0,hls4ml是一个开源工具，允许用户将Keras模型转换为FPGA代码，以实现低延迟的机器学习应用，适用于粒子物理、自动驾驶、边缘计算和工业自动化等领域。它提供灵活性、高效性和易用性，是FPGA部署高效ML的有力工具。,,机器学习
90721471,pyspark：ML和MLlib,qq_23860475,Python小萝卜,https://blog.csdn.net/qq_23860475/article/details/90721471,2019/5/31,2019,4157,14,0,0,Spark有ML和MLlib两个机器学习库，可将机器学习与Spark整合。二者都能满足常用机器学习需求，但官方推荐使用ML，在Spark 3.0后将废弃MLlib。ML操作DataFrame，抽象级别高、耦合度低，支持pipeline和统一接口，随机森林功能更多；MLlib操作RDD，已进入维护状态。,"ML,MLLlib",机器学习
128432577,系列ML.Net 学习篇【一】——初识机器学习,sd7o95o,dotNET跨平台,https://blog.csdn.net/sd7o95o/article/details/128432577,2022/12/25,2022,625,1,0,0,本文介绍了如何使用.NET的ML.NET库进行机器学习，包括ML.NET的简介、自动机器学习(AutoML)的工作流程，以及一个简单的回归模型预测房价的例子。通过ML.NET，开发者可以在不离开.NET生态的情况下创建和应用机器学习模型，同时支持导入Python训练的模型。文章适合熟悉.NET技术栈并希望学习机器学习的读者。,,机器学习
78736733,"AI, ML, DL的区别",anjy,,https://blog.csdn.net/anjy/article/details/78736733,2017/12/7,2017,31929,12,3,0,本文解释了人工智能(AI)、机器学习(ML)及深度学习(DL)之间的关系，并指出ML是AI的一种实现方式，而DL又是ML的一个分支。,,"机器学习,深度学习"
127382738,【ML on Kubernetes】第 1 章：机器学习的挑战,sikh_0529,Sonhhxg_柒,https://blog.csdn.net/sikh_0529/article/details/127382738,2022/10/18,2022,974,5,12,0,本文探讨了机器学习（ML）项目面临的挑战，包括选择合适的方法、数据的重要性、实施挑战以及构建ML平台的必要性。强调了快速失败的文化和团队协作的重要性，指出一个好的ML平台应提供完整的生态系统、基于开放标准和自助服务。此外，还提到了ML操作（MLOps）作为解决这些问题的一种新兴概念。,"人工智能,算法",机器学习
130440382,【人工智能】机器学习的持续交付 （CD4ML）,universsky2015,程序员光剑,https://blog.csdn.net/universsky2015/article/details/130440382,2023/4/29,2023,11650,1,0,0,本文介绍了机器学习持续交付（CD4ML）的重要性，包括其自动化机器学习应用程序的端到端生命周期。文章通过销售预测应用为例，探讨了CD4ML的技术组件，如数据管道、可重现模型训练、模型服务和测试。文章指出，CD4ML面临的挑战包括组织结构和数据可发现性，以及技术上的可重现性和审计性。同时，提出了数据版本控制、数据管道、平台思维等解决方案。最后，强调了在模型演化中避免偏差的重要性，并对未来的发展方向进行了展望。,"人工智能,大数据,机器学习,持续集成",机器学习
148721925,Android ML Kit：谷歌机器学习工具,2501_92488994,2501_92488994,https://blog.csdn.net/2501_92488994/article/details/148721925,2025/6/17,2025,758,12,0,0,Android ML Kit是谷歌面向Android开发者的机器学习工具，可简化开发过程。它集成图像、文本等识别功能，具有高效性能和易用性优势。其应用场景广泛，如智能相册、文档扫描等。未来有望持续优化，为开发者提供更多功能。,人工智能,机器学习
127465456,【Spark ML】第 1 章：机器学习简介,sikh_0529,Sonhhxg_柒,https://blog.csdn.net/sikh_0529/article/details/127465456,2022/10/22,2022,1365,5,10,0,本文探讨了机器学习在零售、运输、金融等领域的应用，涵盖了监督学习、无监督学习和深度学习方法，重点讲解了特征工程、模型评估和模型选择，适合对ML有深入理解的需求者。,"机器学习,spark-ml,人工智能",机器学习
107263924,ml.net机器学习_ML.Net旨在为.Net开发人员提供机器学习,cxu0262,cxu0262,https://blog.csdn.net/cxu0262/article/details/107263924,2020/6/26,2020,304,0,0,0,ML.NET是Microsoft推出的面向.Net开发者的开源机器学习框架，支持跨平台使用，旨在简化机器学习任务的执行。自2018年发布以来，已从最初的分类和回归任务扩展到包括自然语言处理在内的更多领域。ML.NET利用高级API集成多种机器学习框架，如TensorFlow和CNTK，同时不断优化API以提升易用性。,"机器学习,java,python,深度学习,大数据",机器学习
144005942,C# ML.net：开启你的机器学习之旅,2401_88677290,墨夶,https://blog.csdn.net/2401_88677290/article/details/144005942,2024/11/24,2024,615,3,0,0,本文为C#开发者提供ML.net机器学习入门指南。介绍了ML.net是微软开发的开源跨平台框架，支持多种任务。阐述选择它的原因，如易用、跨平台等。还说明了环境准备，包括安装工具，最后详细展示首个ML.net项目的创建、数据处理、模型训练等流程。,"c#,.net,机器学习",机器学习
150411512,ML.NET与C#在Jupyter笔记本中的应用：机器学习实践教程,weixin_33750664,明月清风晓星,https://blog.csdn.net/weixin_33750664/article/details/150411512,2026/2/21,2026,1167,27,0,0,本文介绍了如何使用ML.NET框架和C#语言在Jupyter Notebook中进行机器学习。首先概述了ML.NET框架，然后详细讲解了.NET开发者如何安装和配置ML.NET，以及如何创建和训练机器学习模型。接着，文章探讨了Jupyter Notebook的交互性和可视化功能，以及如何将C#与ML.NET结合构建模型。最后，通过项目实战，展示了如何利用Jupyter Notebook进行数据分析、可视化和模型评估。,,机器学习
155438186,如何在iOS上部署机器学习模型？Awesome ML Demos with iOS完整指南,gitblog_00326,时翔辛Victoria,https://blog.csdn.net/gitblog_00326/article/details/155438186,2026/3/5,2026,961,29,0,0,本文详解在iOS平台上部署机器学习模型的两大核心路径：Core ML与Create ML。涵盖模型训练、格式转换（.mlmodel）、Xcode集成及本地推理全流程；强调离线运行、低延迟与隐私保护优势；结合Awesome ML Demos with iOS开源项目，提供图像分类、目标检测等实战示例，助力开发者高效落地端侧AI。,,机器学习
145851237,ML.NET 快速入门与实践指南：Net机器学习利器,qq_40732336,Net分享,https://blog.csdn.net/qq_40732336/article/details/145851237,2025/2/25,2025,971,3,0,0,ML.NET是一个为.NET开发者设计的跨平台开源机器学习框架。本文介绍了如何安装ML.NET，加载数据集，创建数据模型类，构建并训练模型，以及如何使用ML.NET进行机器学习任务。通过一个简单的线性回归模型示例，展示了如何预测学生的考试成绩。,".net,机器学习,人工智能",机器学习
127804024,【Designing ML Systems】第 1 章 ：机器学习系统概述,sikh_0529,Sonhhxg_柒,https://blog.csdn.net/sikh_0529/article/details/127804024,2022/11/11,2022,1685,8,10,0,本文探讨了机器学习在生产环境中的实际应用、何时选择ML、关键组件与挑战，以及与传统软件的差异。了解MLOPS与系统设计的关系，以及公平、可解释性等重要因素。,人工智能,机器学习
138955257,ML.NET：微软开源机器学习框架的深入探索,mzl87,寒冰屋,https://blog.csdn.net/mzl87/article/details/138955257,2024/5/16,2024,485,0,0,0,本文介绍了微软开源的ML.NET机器学习框架，重点讲解了如何使用它构建、训练模型，并通过实例展示了如何基于汽车属性判断价格。ML.NET的特点包括易于上手、跨平台支持和与.NET生态系统的集成。,"c#,ML.NET",机器学习
118051635,用机器学习来驱动一个iOS应用:如何开始使用Create ML和Core ML,sharpyl,直隶码农,https://blog.csdn.net/sharpyl/article/details/118051635,2021/6/19,2021,692,0,0,0,本文介绍了在iOS上使用Core ML和Create ML进行机器学习实验的步骤。包括图像分类，用猫狗图片训练模型；情绪分析，从CSV文件提取数据训练模型；实时文本分析，集成文本分类模型。还指出Create ML适合原型设计，训练生产模型有不足，移动设备机器学习仍有创新空间。,,机器学习
118289446,机器学习，深度学习，ML.NET介绍使用,niewq,连环炮,https://blog.csdn.net/niewq/article/details/118289446,2021/6/28,2021,2259,0,0,0,本文介绍如何使用 ML.NET 构建机器学习模型，并通过一个情感分析的实际案例，详细讲解了从数据准备到模型训练、评估及代码生成的全过程。,"机器学习,深度学习",机器学习
147139308,Open3D-ML：扩展3D机器学习任务的强大工具,gitblog_00680,宫文琼Perfect,https://blog.csdn.net/gitblog_00680/article/details/147139308,2026/3/30,2026,815,15,0,0,Open3D-ML是Open3D核心库的扩展，用于3D数据的机器学习任务。它支持TensorFlow和PyTorch，提供预训练模型和训练管道。其应用场景广泛，包括自动驾驶、机器人导航等。具有易于集成、强大工具链、高度可定制和可视化支持等特点，能让3D机器学习任务更简单。,,机器学习
111596215,C#开源跨平台机器学习框架ML.NET----介绍与环境搭建,vaccae,Vaccae,https://blog.csdn.net/vaccae/article/details/111596215,2019/9/5,2019,1876,3,0,0,微软推出的ML.NET是一个开源跨平台的机器学习框架，允许开发者在.NET应用程序中集成机器学习功能，无需依赖Python环境。本文详细介绍ML.NET的安装、配置流程，并提供基本的使用指导，涵盖数据预处理、模型训练与预测等关键步骤。,"python,人工智能,机器学习,编程语言,深度学习",机器学习
154865798,Swift机器学习新范式：MLX Swift vs Core ML全面对比,gitblog_00915,羿丹花Zea,https://blog.csdn.net/gitblog_00915/article/details/154865798,2026/2/22,2026,1044,17,0,0,本文深入对比MLX Swift与Core ML两大Apple生态机器学习框架：MLX Swift专注macOS上高性能模型训练，具备统一内存、惰性计算及Apple Silicon原生优化；Core ML聚焦多平台（iOS/macOS/watchOS/tvOS）模型部署，深度集成Neural Engine与系统框架。二者在定位、性能、API设计、训练能力、平台支持及适用场景上存在本质差异。,,机器学习
151489268,Core ML与ML Kit终极对比指南：如何为iOS应用选择最佳机器学习框架,gitblog_01089,杜璟轶Freda,https://blog.csdn.net/gitblog_01089/article/details/151489268,2025/9/11,2025,453,5,0,0,本文对比苹果Core ML与谷歌ML Kit两大移动端机器学习框架，涵盖功能、性能、开发体验及适用场景。Core ML在iOS设备上具备高性能、强隐私保护和原生集成优势；ML Kit支持跨平台、云端模型与快速部署。结合Awesome-CoreML-Models资源库，帮助开发者依据平台定位和技术需求选择最优方案。,,机器学习
147228409,ML-conferences：全面掌握机器学习领域顶级会议信息,gitblog_00731,平列金Hartley,https://blog.csdn.net/gitblog_00731/article/details/147228409,2025/4/14,2025,958,10,0,0,ML-conferences 是一个开源项目，为机器学习和数据挖掘领域人士提供会议信息资源库。它采用简洁数据结构，定期更新信息，具有全面、准确、时效、易用等特点。覆盖 ICML、NeurIPS 等顶级会议，可用于学术研究、交流及教育培养，助用户规划学术日程。,,机器学习
147139655,Open3D-ML: 3D机器学习任务的扩展库,gitblog_00843,徐天铭Paxton,https://blog.csdn.net/gitblog_00843/article/details/147139655,2025/4/11,2025,890,22,0,0,Open3D-ML是Open3D的扩展库，专注于3D机器学习任务，支持TensorFlow和PyTorch，提供语义分割等预训练模型与训练流程，并具备数据读取、配置管理及可视化能力，适用于点云处理等领域。,,机器学习
154818352,【终极指南】ML Visuals：机器学习论文绘图神器完全教程,gitblog_00628,倪俪珍Phineas,https://blog.csdn.net/gitblog_00628/article/details/154818352,2026/6/2,2026,910,27,0,0,ML Visuals是由dair.ai维护的开源可视化工具集，提供100+专业级机器学习示意图模板，涵盖神经网络、Transformer等常用结构，支持自定义与多种格式导出，显著提升论文与报告的视觉质量。,,机器学习
142804837,Concrete ML：基于全同态加密的隐私保护机器学习框架,gitblog_00125,缪阔孝Ruler,https://blog.csdn.net/gitblog_00125/article/details/142804837,2024/10/10,2024,1092,17,0,0,Concrete ML是由Zama开发的开源隐私保护机器学习框架，基于全同态加密（FHE），支持将scikit-learn和PyTorch模型自动转换为可在加密数据上运行的形式。它使数据科学家无需掌握密码学即可实现安全推理，适用于医疗、金融等高隐私需求场景。,,机器学习
